Name;FSH4Remote - 1.2.0;
Date;02.06.2021;
Time;12:52:09;
Instrument;FSC3 - 1314.3006K13/100757;
Firmware Version;V2.22;
Instrument Mode;Spectrum;
Meas Mode;Spectrum;
Channel Table;- - -;
Channel;- - -;
Center Frequency;6.25e+07;Hz;
Frequency Offset;0;Hz;
Span;2.5e+07;Hz;
Ref Level;-20;dBm;
Ref Offset;0;dB;
Ref Position;1;
Range;100;dB;
RF Attenuation;Auto Low Distortion;
RF Attenuator;0;dB;
Preamplifier;- - -;
RF Input;50 Ohm;
RBW;10000;Hz;
VBW;100000;Hz;
SWT;1.05;s;
Trigger Mode;Free Run;
Trigger Level;- - -;
Trigger Delay;- - -;
Trace Mode;Clear / Write;
Trace Math;Off;
Trace Detector;RMS;
Limit Line 1;- - -;
Limit Line 2;- - -;
Primary Transducer;- - -;
Secondary Transducer;- - -;
Gated Trigger;Off;
Gate Mode;Edge;
Gate Delay;0;s;
Gate Length;0;s;
Isotropic Antenna;;
Operator;- - -;
Result Limit Line 1;- - -;
Result Limit Line 2; - - -;
Average Count;- - -;


Freq. [Hz];Magnitude [dBm];
50000000.000000;-93.713158;
50039682.539683;-97.020973;
50079365.079365;-99.088669;
50119047.619048;-98.758415;
50158730.158730;-97.781036;
50198412.698413;-95.682419;
50238095.238095;-101.669815;
50277777.777778;-96.171631;
50317460.317460;-100.396446;
50357142.857143;-98.068481;
50396825.396825;-100.409676;
50436507.936508;-96.582298;
50476190.476190;-99.035904;
50515873.015873;-97.305695;
50555555.555556;-99.688034;
50595238.095238;-101.137344;
50634920.634921;-97.873375;
50674603.174603;-104.408531;
50714285.714286;-100.011497;
50753968.253968;-100.238075;
50793650.793651;-98.887489;
50833333.333333;-106.822334;
50873015.873016;-97.068573;
50912698.412698;-100.556953;
50952380.952381;-97.741974;
50992063.492063;-99.983894;
51031746.031746;-98.407455;
51071428.571429;-101.826576;
51111111.111111;-105.085213;
51150793.650794;-104.160461;
51190476.190476;-100.769447;
51230158.730159;-98.111168;
51269841.269841;-104.397110;
51309523.809524;-106.946373;
51349206.349206;-99.389137;
51388888.888889;-104.894463;
51428571.428571;-104.460907;
51468253.968254;-106.313431;
51507936.507937;-99.492699;
51547619.047619;-101.355782;
51587301.587302;-104.923264;
51626984.126984;-105.732056;
51666666.666667;-103.161469;
51706349.206349;-105.775558;
51746031.746032;-104.549583;
51785714.285714;-106.405357;
51825396.825397;-107.814072;
51865079.365079;-102.599701;
51904761.904762;-105.859871;
51944444.444444;-103.403732;
51984126.984127;-102.048286;
52023809.523810;-105.562561;
52063492.063492;-101.538155;
52103174.603175;-105.137482;
52142857.142857;-105.438004;
52182539.682540;-106.670372;
52222222.222222;-105.991676;
52261904.761905;-109.778282;
52301587.301587;-103.888214;
52341269.841270;-108.504799;
52380952.380952;-101.017464;
52420634.920635;-103.267838;
52460317.460317;-106.346901;
52500000.000000;-104.568649;
52539682.539683;-103.057701;
52579365.079365;-105.701607;
52619047.619048;-107.496162;
52658730.158730;-104.694748;
52698412.698413;-98.448669;
52738095.238095;-103.983513;
52777777.777778;-98.668816;
52817460.317460;-101.758537;
52857142.857143;-102.921494;
52896825.396825;-104.959244;
52936507.936508;-103.544846;
52976190.476190;-101.319344;
53015873.015873;-100.533981;
53055555.555556;-104.007790;
53095238.095238;-104.619232;
53134920.634921;-99.406868;
53174603.174603;-107.780014;
53214285.714286;-106.203766;
53253968.253968;-102.338112;
53293650.793651;-102.219742;
53333333.333333;-103.108948;
53373015.873016;-102.023056;
53412698.412698;-105.665527;
53452380.952381;-103.834442;
53492063.492063;-102.520485;
53531746.031746;-110.145012;
53571428.571429;-99.715424;
53611111.111111;-107.779892;
53650793.650794;-103.847107;
53690476.190476;-98.389114;
53730158.730159;-107.752892;
53769841.269841;-104.386032;
53809523.809524;-103.382996;
53849206.349206;-101.993973;
53888888.888889;-105.539619;
53928571.428571;-103.183960;
53968253.968254;-99.732918;
54007936.507937;-108.476028;
54047619.047619;-101.675430;
54087301.587302;-98.155052;
54126984.126984;-102.010452;
54166666.666667;-105.275589;
54206349.206349;-98.833809;
54246031.746032;-103.399055;
54285714.285714;-101.423500;
54325396.825397;-103.032463;
54365079.365079;-101.487106;
54404761.904762;-102.356651;
54444444.444444;-99.152031;
54484126.984127;-97.932732;
54523809.523810;-99.892570;
54563492.063492;-100.561035;
54603174.603175;-103.175255;
54642857.142857;-102.581299;
54682539.682540;-111.903099;
54722222.222222;-103.415504;
54761904.761905;-102.612450;
54801587.301587;-97.526573;
54841269.841270;-97.975174;
54880952.380952;-99.845100;
54920634.920635;-98.895615;
54960317.460317;-101.769165;
55000000.000000;-102.581894;
55039682.539683;-103.126411;
55079365.079365;-99.959435;
55119047.619048;-100.316933;
55158730.158730;-104.319565;
55198412.698413;-103.767006;
55238095.238095;-105.402588;
55277777.777778;-95.516853;
55317460.317460;-100.163345;
55357142.857143;-103.653755;
55396825.396825;-100.694839;
55436507.936508;-96.800827;
55476190.476190;-96.008835;
55515873.015873;-95.081779;
55555555.555556;-96.045311;
55595238.095238;-94.889679;
55634920.634921;-97.082108;
55674603.174603;-95.901070;
55714285.714286;-98.447472;
55753968.253968;-99.770027;
55793650.793651;-96.173477;
55833333.333333;-93.863380;
55873015.873016;-100.264839;
55912698.412698;-99.640587;
55952380.952381;-102.433250;
55992063.492063;-102.055252;
56031746.031746;-103.722870;
56071428.571429;-104.260399;
56111111.111111;-100.425850;
56150793.650794;-103.701569;
56190476.190476;-101.392479;
56230158.730159;-97.172821;
56269841.269841;-99.388947;
