Analiz Edilecek Sinyal CSV Dosyası,Gemini Uzman Analiz Raporu,timestamp
.gradio\flagged\Analiz Edilecek Sinyal CSV Dosyası\7117135bdd13852d197a\A1_1k_5M_Clear.csv,Yüklenen dosyada geçerli sinyal verisi bulunamadı. Lütfen dosyayı kontrol edin.,2025-10-18 19:24:07.468140
