Name;FSH4Remote - 1.2.0;
Date;02.06.2021;
Time;12:32:55;
Instrument;FSC3 - 1314.3006K13/100757;
Firmware Version;V2.22;
Instrument Mode;Spectrum;
Meas Mode;Spectrum;
Channel Table;- - -;
Channel;- - -;
Center Frequency;5e+08;Hz;
Frequency Offset;0;Hz;
Span;2e+08;Hz;
Ref Level;-20;dBm;
Ref Offset;0;dB;
Ref Position;1;
Range;100;dB;
RF Attenuation;Auto Low Distortion;
RF Attenuator;0;dB;
Preamplifier;- - -;
RF Input;50 Ohm;
RBW;100000;Hz;
VBW;1e+06;Hz;
SWT;0.1;s;
Trigger Mode;Free Run;
Trigger Level;- - -;
Trigger Delay;- - -;
Trace Mode;Average;
Trace Math;Off;
Trace Detector;RMS;
Limit Line 1;- - -;
Limit Line 2;- - -;
Primary Transducer;- - -;
Secondary Transducer;- - -;
Gated Trigger;Off;
Gate Mode;Edge;
Gate Delay;0;s;
Gate Length;0;s;
Isotropic Antenna;;
Operator;- - -;
Result Limit Line 1;- - -;
Result Limit Line 2; - - -;
Average Count;- - -;


Freq. [Hz];Magnitude [dBm];
400000000.000000;-99.922813;
400317460.317460;-99.922913;
400634920.634921;-99.989334;
400952380.952381;-100.613159;
401269841.269841;-100.065826;
401587301.587302;-100.047134;
401904761.904762;-99.497086;
402222222.222222;-100.086555;
402539682.539683;-100.470657;
402857142.857143;-100.057678;
403174603.174603;-100.381310;
403492063.492063;-99.738731;
403809523.809524;-99.887817;
404126984.126984;-99.644150;
404444444.444444;-99.668098;
404761904.761905;-99.478119;
405079365.079365;-99.712845;
405396825.396825;-100.218140;
405714285.714286;-99.575966;
406031746.031746;-100.091164;
406349206.349206;-100.351921;
406666666.666667;-100.337387;
406984126.984127;-100.244423;
407301587.301587;-99.518784;
407619047.619048;-100.399933;
407936507.936508;-100.177719;
408253968.253968;-99.615067;
408571428.571429;-100.099144;
408888888.888889;-100.139999;
409206349.206349;-99.918739;
409523809.523810;-99.820625;
409841269.841270;-100.281372;
410158730.158730;-99.996231;
410476190.476190;-99.928604;
410793650.793651;-99.756912;
411111111.111111;-100.239540;
411428571.428571;-100.594849;
411746031.746032;-99.909203;
412063492.063492;-99.952866;
412380952.380952;-100.042847;
412698412.698413;-100.295189;
413015873.015873;-99.811111;
413333333.333333;-99.795174;
413650793.650794;-100.011009;
413968253.968254;-100.481552;
414285714.285714;-99.713326;
414603174.603175;-99.919693;
414920634.920635;-99.815155;
415238095.238095;-100.124046;
415555555.555556;-99.635132;
415873015.873016;-100.304802;
416190476.190476;-99.775406;
416507936.507936;-100.472298;
416825396.825397;-100.017090;
417142857.142857;-100.021729;
417460317.460317;-100.172623;
417777777.777778;-100.171471;
418095238.095238;-100.051468;
418412698.412698;-99.838470;
418730158.730159;-99.854507;
419047619.047619;-99.958885;
419365079.365079;-100.001999;
419682539.682540;-100.128799;
420000000.000000;-98.948616;
420317460.317460;-95.137802;
420634920.634921;-92.050125;
420952380.952381;-92.165672;
421269841.269841;-96.148613;
421587301.587302;-100.077507;
421904761.904762;-99.779381;
422222222.222222;-99.536285;
422539682.539683;-99.308731;
422857142.857143;-97.890533;
423174603.174603;-98.483162;
423492063.492064;-99.368759;
423809523.809524;-100.141800;
424126984.126984;-100.364059;
424444444.444444;-99.857483;
424761904.761905;-99.917931;
425079365.079365;-99.921585;
425396825.396825;-99.968872;
425714285.714286;-98.203873;
426031746.031746;-99.455223;
426349206.349206;-99.818199;
426666666.666667;-99.687149;
426984126.984127;-99.866196;
427301587.301587;-100.157303;
427619047.619048;-99.647377;
427936507.936508;-99.894508;
428253968.253968;-99.592575;
428571428.571429;-100.047470;
428888888.888889;-99.829422;
429206349.206349;-99.845558;
429523809.523810;-99.640160;
429841269.841270;-100.081276;
430158730.158730;-99.794540;
430476190.476190;-99.776840;
430793650.793651;-99.586952;
431111111.111111;-99.991302;
431428571.428571;-100.257385;
431746031.746032;-99.592972;
432063492.063492;-99.555305;
432380952.380952;-99.949188;
432698412.698413;-99.735413;
433015873.015873;-99.928848;
433333333.333333;-99.979698;
433650793.650794;-100.228882;
433968253.968254;-100.205795;
434285714.285714;-99.984566;
434603174.603175;-100.100540;
434920634.920635;-100.452560;
435238095.238095;-99.806229;
435555555.555556;-99.760895;
435873015.873016;-100.443893;
436190476.190476;-100.567154;
436507936.507936;-100.294815;
436825396.825397;-99.691116;
437142857.142857;-99.733238;
437460317.460317;-100.100227;
437777777.777778;-100.207565;
438095238.095238;-99.351227;
438412698.412698;-97.439651;
438730158.730159;-97.841949;
439047619.047619;-99.835587;
439365079.365079;-99.815315;
439682539.682540;-99.681747;
440000000.000000;-99.910324;
440317460.317460;-100.206215;
440634920.634921;-99.902702;
440952380.952381;-99.882935;
441269841.269841;-99.906151;
441587301.587302;-99.978973;
441904761.904762;-100.233780;
442222222.222222;-100.344406;
442539682.539683;-100.053101;
442857142.857143;-99.670395;
443174603.174603;-99.659470;
443492063.492064;-99.971291;
443809523.809524;-99.924850;
444126984.126984;-100.235458;
444444444.444444;-100.232132;
444761904.761905;-100.198563;
445079365.079365;-99.401215;
445396825.396825;-100.031342;
445714285.714286;-99.954781;
446031746.031746;-100.015091;
446349206.349206;-99.597977;
446666666.666667;-99.763596;
446984126.984127;-99.736305;
447301587.301587;-99.983871;
447619047.619048;-99.824135;
447936507.936508;-99.444359;
448253968.253968;-99.730705;
448571428.571429;-99.759361;
448888888.888889;-99.572838;
449206349.206349;-99.709885;
449523809.523810;-99.939774;
449841269.841270;-99.707138;
450158730.158730;-98.937553;
