Name;FSH4Remote - 1.2.0;
Date;02.06.2021;
Time;12:35:56;
Instrument;FSC3 - 1314.3006K13/100757;
Firmware Version;V2.22;
Instrument Mode;Spectrum;
Meas Mode;Spectrum;
Channel Table;- - -;
Channel;- - -;
Center Frequency;7e+08;Hz;
Frequency Offset;0;Hz;
Span;2e+08;Hz;
Ref Level;-20;dBm;
Ref Offset;0;dB;
Ref Position;1;
Range;100;dB;
RF Attenuation;Auto Low Distortion;
RF Attenuator;0;dB;
Preamplifier;- - -;
RF Input;50 Ohm;
RBW;100000;Hz;
VBW;1e+06;Hz;
SWT;0.1;s;
Trigger Mode;Free Run;
Trigger Level;- - -;
Trigger Delay;- - -;
Trace Mode;Clear / Write;
Trace Math;Off;
Trace Detector;RMS;
Limit Line 1;- - -;
Limit Line 2;- - -;
Primary Transducer;- - -;
Secondary Transducer;- - -;
Gated Trigger;Off;
Gate Mode;Edge;
Gate Delay;0;s;
Gate Length;0;s;
Isotropic Antenna;;
Operator;- - -;
Result Limit Line 1;- - -;
Result Limit Line 2; - - -;
Average Count;- - -;


Freq. [Hz];Magnitude [dBm];
600000000.000000;-94.032021;
600317460.317460;-94.040253;
600634920.634921;-100.080132;
600952380.952381;-99.820396;
601269841.269841;-99.679962;
601587301.587302;-98.563782;
601904761.904762;-100.547508;
602222222.222222;-98.074730;
602539682.539683;-99.021774;
602857142.857143;-98.909554;
603174603.174603;-99.323250;
603492063.492064;-100.472481;
603809523.809524;-99.664314;
604126984.126984;-100.320274;
604444444.444444;-99.640327;
604761904.761905;-100.490326;
605079365.079365;-99.482956;
605396825.396825;-100.807198;
605714285.714286;-98.325645;
606031746.031746;-98.511589;
606349206.349206;-98.150238;
606666666.666667;-97.832886;
606984126.984127;-99.008286;
607301587.301587;-99.071053;
607619047.619048;-98.881203;
607936507.936508;-97.753113;
608253968.253968;-99.559303;
608571428.571429;-97.305382;
608888888.888889;-97.541840;
609206349.206349;-99.219711;
609523809.523810;-97.836784;
609841269.841270;-95.954979;
610158730.158730;-96.362061;
610476190.476190;-96.551788;
610793650.793651;-94.692245;
611111111.111111;-91.477943;
611428571.428571;-93.765579;
611746031.746032;-91.809151;
612063492.063492;-95.250671;
612380952.380952;-92.636292;
612698412.698413;-92.901321;
613015873.015873;-92.242798;
613333333.333333;-92.476868;
613650793.650794;-90.774696;
613968253.968254;-93.787422;
614285714.285714;-99.541985;
614603174.603175;-99.688141;
614920634.920635;-99.824944;
615238095.238095;-98.301407;
615555555.555556;-98.843231;
615873015.873016;-99.823486;
616190476.190476;-99.415657;
616507936.507936;-99.972435;
616825396.825397;-99.744576;
617142857.142857;-100.184746;
617460317.460317;-100.185379;
617777777.777778;-98.498901;
618095238.095238;-99.192581;
618412698.412698;-99.429504;
618730158.730159;-100.294701;
619047619.047619;-98.975517;
619365079.365079;-98.579559;
619682539.682540;-98.792099;
620000000.000000;-98.521660;
620317460.317460;-100.127693;
620634920.634921;-99.406998;
620952380.952381;-99.052536;
621269841.269841;-100.383263;
621587301.587302;-97.719513;
621904761.904762;-99.537300;
622222222.222222;-100.083778;
622539682.539683;-100.132164;
622857142.857143;-98.238113;
623174603.174603;-100.724182;
623492063.492064;-99.724380;
623809523.809524;-99.531998;
624126984.126984;-98.844231;
624444444.444444;-98.375214;
624761904.761905;-98.037018;
625079365.079365;-98.431885;
625396825.396825;-99.172272;
625714285.714286;-101.166664;
626031746.031746;-98.653549;
626349206.349206;-98.134682;
626666666.666667;-99.696236;
626984126.984127;-99.299599;
627301587.301587;-100.635307;
627619047.619048;-100.457642;
627936507.936508;-99.837540;
628253968.253968;-100.101151;
628571428.571429;-98.858780;
628888888.888889;-98.984550;
629206349.206349;-98.821045;
629523809.523810;-99.957520;
629841269.841270;-101.121185;
630158730.158730;-99.517738;
630476190.476190;-99.660629;
630793650.793651;-99.867729;
631111111.111111;-98.908928;
631428571.428571;-99.212486;
631746031.746032;-99.866226;
632063492.063492;-99.583855;
632380952.380952;-100.106949;
632698412.698413;-99.204140;
633015873.015873;-99.340546;
633333333.333333;-97.767738;
633650793.650794;-97.159424;
633968253.968254;-98.943085;
634285714.285714;-100.392570;
634603174.603175;-100.140656;
634920634.920635;-100.821358;
635238095.238095;-99.395615;
635555555.555556;-99.436584;
635873015.873016;-99.230606;
636190476.190476;-99.298126;
636507936.507936;-99.429062;
636825396.825397;-99.935158;
637142857.142857;-99.743759;
637460317.460317;-99.210716;
637777777.777778;-98.821472;
638095238.095238;-100.259575;
638412698.412698;-98.587143;
638730158.730159;-99.130608;
639047619.047619;-97.628647;
639365079.365079;-98.340050;
639682539.682540;-98.676224;
640000000.000000;-99.913017;
640317460.317460;-98.851227;
640634920.634921;-98.674965;
640952380.952381;-97.764763;
641269841.269841;-99.190193;
641587301.587302;-99.322205;
641904761.904762;-98.832054;
642222222.222222;-100.176399;
642539682.539683;-99.493706;
642857142.857143;-99.311691;
643174603.174603;-99.954872;
643492063.492064;-98.186256;
643809523.809524;-99.909584;
644126984.126984;-100.278358;
644444444.444444;-98.510254;
644761904.761905;-99.725876;
645079365.079365;-99.257187;
645396825.396825;-98.304924;
645714285.714286;-98.976288;
646031746.031746;-98.852470;
646349206.349206;-98.983101;
646666666.666667;-98.224045;
646984126.984127;-97.904999;
647301587.301587;-98.407112;
647619047.619048;-100.395020;
647936507.936508;-100.217339;
648253968.253968;-99.664337;
648571428.571429;-98.833092;
648888888.888889;-100.067062;
649206349.206349;-98.831879;
649523809.523810;-98.799835;
649841269.841270;-98.876221;
650158730.158730;-97.951782;
